sample_id,collection_date,farmer_id,batch_number,lab_technician,weather_condition,truck_number,collection_shift,pH,pH_duplicate,turbidity_ntu,turbidity_log,temperature_c,ammonia_content,color_score,vfa,drc,grade
LAT_07123,9/9/2024,F024,BATCH_6708,TECH_03,Cloudy,WP_3967,Morning,6.066,6.07,87.14,4.4675,28.66,0.186,4,0.062,56.57,B
LAT_07124,8/26/2024,F009,BATCH_6585,TECH_02,Cloudy,WP_8324,Morning,6.684,6.6838,45.3,3.8133,27.89,0.224,2,0.029,61.33,A
LAT_07125,2/17/2023,F025,BATCH_2048,TECH_02,Windy,WP_1558,Morning,6.831,6.8294,46.98,3.8497,29.07,0.255,2,0.024,58.13,A
LAT_07126,12/6/2024,F009,BATCH_7416,TECH_07,Rainy,WP_2166,Morning,6.422,6.4255,79.27,4.3729,29.8,0.2,3,0.044,61.06,A
LAT_07127,2/22/2025,F021,BATCH_7872,TECH_01,Sunny,WP_8647,Morning,5.602,5.6044,115.65,4.7506,30.28,0.182,5,0.078,56.61,B
LAT_07128,4/12/2023,F029,BATCH_8886,TECH_06,Rainy,WP_7908,Morning,6.554,6.5505,63.07,4.1442,29.5,0.218,2,0.037,60.89,A
LAT_07129,4/14/2026,F015,BATCH_9104,TECH_03,Sunny,WP_8736,Morning,6.184,6.1822,87.75,4.4745,31.83,0.189,3,0.055,60.3,B
LAT_07130,5/24/2025,F014,BATCH_5926,TECH_01,Windy,WP_2414,Morning,6.673,6.6747,34.91,3.5528,28.34,0.23,2,0.024,58.02,A
LAT_07131,10/3/2025,F026,BATCH_6351,TECH_01,Cloudy,WP_3153,Morning,6.71,6.713,51.91,3.9495,27.31,0.225,3,0.033,60.28,A
LAT_07132,3/29/2025,F018,BATCH_2464,TECH_01,Sunny,WP_9063,Morning,6.753,6.757,47.75,3.866,28.22,0.238,3,0.029,60.8,A
LAT_07133,1/9/2025,F013,BATCH_9315,TECH_03,Windy,WP_6863,Morning,6.14,6.1408,83.9,4.4296,30.45,0.179,4,0.056,58.78,B
LAT_07134,3/11/2026,F009,BATCH_9486,TECH_05,Sunny,WP_9822,Morning,6.572,6.5728,55.93,4.0241,29.95,0.232,3,0.035,61.48,A
LAT_07135,12/14/2025,F012,BATCH_3522,TECH_05,Windy,WP_7744,Morning,6.568,6.5668,51.05,3.9328,28.37,0.246,2,0.034,59.2,A
LAT_07136,11/27/2024,F030,BATCH_6211,TECH_05,Windy,WP_4470,Morning,6.75,6.7496,46.83,3.8465,29.44,0.231,2,0.03,61.43,A
LAT_07137,2/22/2024,F007,BATCH_5825,TECH_06,Sunny,WP_8593,Morning,5.493,5.4944,128.86,4.8587,30.81,0.141,5,0.085,57.85,C
LAT_07138,9/9/2025,F003,BATCH_8082,TECH_03,Cloudy,WP_4908,Afternoon,6.441,6.4433,76.46,4.3368,31.97,0.21,3,0.047,59.71,A
LAT_07139,1/12/2026,F003,BATCH_5348,TECH_03,Windy,WP_9981,Morning,6.044,6.0453,89.73,4.4968,30.89,0.197,4,0.055,58.01,B
LAT_07140,12/31/2023,F010,BATCH_7309,TECH_05,Sunny,WP_2055,Morning,6.114,6.1158,88.31,4.4809,31.27,0.212,4,0.06,59.98,B
LAT_07141,2/10/2024,F021,BATCH_3788,TECH_06,Sunny,WP_4509,Morning,5.782,5.7844,105.89,4.6624,31.13,0.167,5,0.075,58.27,B
LAT_07142,3/5/2023,F011,BATCH_5879,TECH_07,Rainy,WP_3912,Afternoon,6.798,6.7982,42.89,3.7586,28.75,0.245,2,0.025,58.5,A
LAT_07143,2/3/2024,F021,BATCH_6064,TECH_07,Cloudy,WP_4090,Morning,6.426,6.4258,83.95,4.4302,27.51,0.213,3,0.048,60.39,A
LAT_07144,5/6/2025,F022,BATCH_9500,TECH_02,Rainy,WP_1599,Afternoon,5.956,5.9531,113.98,4.736,28.43,0.158,5,0.076,59.51,B
LAT_07145,4/23/2025,F002,BATCH_3868,TECH_04,Sunny,WP_1360,Morning,5.562,5.5625,133.77,4.8961,30.19,0.142,5,0.086,55.82,C
LAT_07146,4/18/2025,F006,BATCH_2358,TECH_04,Windy,WP_6735,Morning,5.664,5.6632,121.15,4.797,29.72,0.16,5,0.082,56.25,C
LAT_07147,1/9/2025,F020,BATCH_7683,TECH_02,Cloudy,WP_7141,Morning,5.483,5.4853,136.94,4.9195,27.78,0.145,5,0.093,57.46,C
LAT_07148,7/27/2022,F005,BATCH_6221,TECH_06,Sunny,WP_5188,Morning,6.15,6.151,81.96,4.4062,30.9,0.194,4,0.055,58.82,B
LAT_07149,3/11/2025,F012,BATCH_9018,TECH_03,Cloudy,WP_7647,Morning,6.374,6.3736,70.12,4.2502,29.71,0.225,3,0.045,60.62,A
LAT_07150,7/31/2023,F016,BATCH_4308,TECH_07,Sunny,WP_4695,Afternoon,6.363,6.3625,71.94,4.2758,31.77,0.221,3,0.045,61.06,A
LAT_07151,9/9/2025,F020,BATCH_5360,TECH_06,Rainy,WP_7708,Morning,6.387,6.3872,72.45,4.2829,30.21,0.221,3,0.048,60.56,A
LAT_07152,5/4/2025,F002,BATCH_3176,TECH_04,Rainy,WP_1643,Morning,6.159,6.1609,87.27,4.469,30.08,0.191,3,0.059,56.17,B
LAT_07153,6/25/2025,F002,BATCH_4218,TECH_04,Cloudy,WP_8822,Morning,6.537,6.5401,64.53,4.1671,31.41,0.22,3,0.037,59.6,A
LAT_07154,2/19/2023,F028,BATCH_3242,TECH_06,Cloudy,WP_6279,Morning,5.415,5.4144,136.21,4.9142,28.74,0.154,5,0.09,58.41,C
LAT_07155,1/11/2024,F001,BATCH_5516,TECH_05,Cloudy,WP_8405,Afternoon,6.728,6.7252,46.44,3.8382,27.38,0.239,2,0.027,58.67,A
LAT_07156,2/27/2026,F015,BATCH_1994,TECH_05,Cloudy,WP_1432,Morning,6.788,6.7885,40.19,3.6936,31.76,0.237,3,0.024,58.95,A
LAT_07157,1/5/2022,F021,BATCH_2628,TECH_06,Rainy,WP_1616,Morning,5.346,5.3434,139.42,4.9375,28.55,0.13,5,0.097,57.5,C
LAT_07158,2/13/2026,F016,BATCH_2692,TECH_05,Cloudy,WP_6890,Morning,6.298,6.2976,70.66,4.2579,32.18,0.203,3,0.048,61.1,A
LAT_07159,10/17/2024,F024,BATCH_9490,TECH_03,Cloudy,WP_7232,Morning,6.025,6.0268,100.44,4.6096,30.27,0.166,4,0.066,58.96,B
LAT_07160,6/4/2025,F005,BATCH_4129,TECH_05,Windy,WP_9976,Afternoon,6.713,6.7161,51.3,3.9377,29.23,0.226,2,0.031,60.81,A
LAT_07161,11/2/2025,F023,BATCH_7376,TECH_02,Sunny,WP_6069,Morning,5.962,5.9579,101.38,4.6189,27.99,0.201,4,0.066,59.99,B
LAT_07162,7/6/2025,F030,BATCH_8288,TECH_07,Windy,WP_1608,Morning,,,69.35,4.2392,31.65,0.205,3,0.046,59.91,A
LAT_07163,2/21/2025,F023,BATCH_5206,TECH_01,Sunny,WP_9769,Morning,5.482,5.4808,131.62,4.8799,28.24,0.15,5,0.089,56,C
LAT_07164,3/25/2025,F025,BATCH_5891,TECH_04,Windy,WP_9571,Morning,5.779,5.7776,114.28,4.7387,28.48,0.172,4,0.074,58.17,B
LAT_07165,12/10/2022,F006,BATCH_6809,TECH_03,Rainy,WP_1933,Morning,5.312,5.3132,148.21,4.9986,30.4,0.132,5,0.098,55.2,C
LAT_07166,6/8/2024,F010,BATCH_8088,TECH_02,Rainy,WP_1251,Morning,6.044,6.046,96.79,4.5725,29.36,0.177,4,0.064,60.1,B
LAT_07167,5/5/2025,F003,BATCH_8089,TECH_04,Windy,WP_2514,Morning,5.314,5.3137,147.78,4.9957,31.19,0.144,5,0.098,56.69,C
LAT_07168,10/24/2023,F012,BATCH_7457,TECH_03,Sunny,WP_6968,Morning,5.868,5.8674,110.36,4.7037,32.47,0.184,4,0.071,59.39,B
LAT_07169,3/9/2023,F002,BATCH_9885,TECH_03,Cloudy,WP_5755,Morning,6.005,6.0019,103.58,4.6403,30.76,0.176,4,0.066,60.36,B
LAT_07170,10/29/2023,F022,BATCH_4782,TECH_02,Sunny,WP_2778,Morning,6.859,6.8595,40.29,3.6961,31.02,0.238,2,0.025,59.53,A
LAT_07171,7/25/2023,F018,BATCH_5179,TECH_02,Cloudy,WP_5916,Morning,5.698,5.6949,119.01,4.7792,30.85,0.162,5,0.083,58.71,C
LAT_07172,8/25/2025,F021,BATCH_8162,TECH_03,Sunny,WP_3042,Morning,6.611,6.6094,55.14,4.0099,30.7,0.252,2,0.03,60.65,A
LAT_07173,7/25/2022,F016,BATCH_1258,TECH_03,Sunny,WP_4801,Morning,6.768,6.7693,37.72,3.6302,28.93,0.264,2,0.023,58.86,A
LAT_07174,1/9/2025,F022,BATCH_3600,TECH_06,Windy,WP_9426,Morning,6.808,6.8111,41.04,3.7145,30.89,0.237,2,0.024,60.82,A
LAT_07175,1/23/2026,F018,BATCH_7643,TECH_06,Cloudy,WP_4586,Morning,5.539,5.5398,141.38,4.9515,31.62,0.152,5,0.095,58.01,C
LAT_07176,3/11/2024,F009,BATCH_5331,TECH_03,Windy,WP_3036,Afternoon,6.447,6.4482,64.03,4.1594,31.78,0.214,3,0.041,60.33,A
LAT_07177,12/2/2022,F015,BATCH_4379,TECH_06,Cloudy,WP_9807,Morning,6.679,6.6767,47.87,3.8685,27.62,0.253,2,0.027,60.7,A
LAT_07178,9/5/2022,F014,BATCH_1906,TECH_06,Rainy,WP_7491,Morning,6.539,6.5386,59.51,4.0861,27.74,0.232,3,0.038,58.54,A
LAT_07179,10/13/2022,F010,BATCH_1520,TECH_07,Sunny,WP_9584,Morning,5.341,5.3408,145.45,4.9798,30.79,0.134,5,0.098,55.99,C
LAT_07180,1/17/2025,F023,BATCH_9831,TECH_07,Windy,WP_8551,Morning,6.689,6.6906,40.13,3.6921,30.03,0.251,2,0.025,58.08,A
LAT_07181,1/23/2025,F029,BATCH_1402,TECH_07,Windy,WP_1515,Morning,5.807,5.8087,113.44,4.7313,32.04,0.17,4,0.073,56.57,B
LAT_07182,3/12/2023,F028,BATCH_7202,TECH_03,Cloudy,WP_8609,Morning,5.549,5.5526,123,4.8122,27.98,0.153,5,0.087,55.08,C
LAT_07183,7/7/2025,F013,BATCH_1337,TECH_04,Cloudy,WP_9036,Morning,5.802,5.803,113.09,4.7282,29.92,0.167,4,0.077,56.62,B
LAT_07184,11/26/2024,F013,BATCH_8567,TECH_01,Windy,WP_4881,Morning,5.442,5.4411,134.86,4.9042,28.18,0.144,5,0.09,57.16,C
LAT_07185,3/1/2026,F020,BATCH_8616,TECH_07,Rainy,WP_8353,Morning,5.284,5.2825,139.77,4.94,31.16,0.135,5,0.096,57.52,C
LAT_07186,8/9/2022,F026,BATCH_4371,TECH_03,Cloudy,WP_3006,Morning,6.737,6.7389,48.53,3.8822,27.43,0.225,2,0.027,59.65,A
LAT_07187,10/18/2024,F006,BATCH_1340,TECH_01,Cloudy,WP_1240,Morning,5.414,5.4152,118.95,4.7787,32.02,0.16,4,0.081,56.97,C
LAT_07188,3/30/2023,F003,BATCH_1349,TECH_03,Cloudy,WP_1311,Morning,5.471,5.4679,133.22,4.892,31.38,0.154,5,0.089,55.01,C
LAT_07189,2/25/2022,F022,BATCH_9384,TECH_07,Sunny,WP_6907,Morning,6.556,6.5574,55.57,4.0176,31.14,0.221,2,0.035,61.12,A
LAT_07190,2/8/2025,F023,BATCH_7491,TECH_05,Cloudy,WP_5075,Morning,,,138.41,4.9302,32,0.14,5,0.095,56.76,C
LAT_07191,1/23/2026,F020,BATCH_4153,TECH_06,Sunny,WP_2459,Morning,6.496,6.4962,59.49,4.0858,32.21,0.239,3,0.038,61.03,A
LAT_07192,2/5/2026,F018,BATCH_7109,TECH_04,Windy,WP_6477,Morning,6.534,6.5338,59.64,4.0883,30.25,0.223,3,0.035,61.13,A
LAT_07193,2/20/2024,F013,BATCH_4016,TECH_05,Cloudy,WP_5123,Morning,6.498,6.4986,55.31,4.013,28.52,0.22,2,0.036,61.31,A
LAT_07194,1/24/2025,F018,BATCH_4737,TECH_02,Cloudy,WP_4065,Afternoon,6.175,6.1738,94.42,4.5478,29.17,0.198,4,0.061,56.1,B
LAT_07195,7/7/2022,F022,BATCH_8395,TECH_06,Cloudy,WP_3738,Morning,5.641,5.6418,126.8,4.8426,30.93,0.145,5,0.087,56.54,C
LAT_07196,7/7/2023,F006,BATCH_2761,TECH_03,Windy,WP_8528,Morning,6.445,6.4437,68.9,4.2327,31.15,0.234,3,0.042,59.87,A
LAT_07197,5/25/2023,F021,BATCH_6101,TECH_07,Cloudy,WP_6856,Morning,5.366,5.3635,149.34,5.0062,29.3,0.137,5,0.097,55.73,C
LAT_07198,6/27/2025,F025,BATCH_1377,TECH_03,Rainy,WP_2302,Morning,6.404,6.4043,63.73,4.1547,31.17,0.229,3,0.04,59.79,A
LAT_07199,7/23/2023,F011,BATCH_7297,TECH_01,Cloudy,WP_9708,Afternoon,6.305,6.3074,72.68,4.2861,30.47,0.233,3,0.044,61.17,A
LAT_07200,4/25/2023,F011,BATCH_6163,TECH_05,Sunny,WP_4025,Morning,5.503,5.5002,129.65,4.8648,29.81,0.162,5,0.091,57.02,C
LAT_07201,12/31/2023,F007,BATCH_3656,TECH_07,Windy,WP_8175,Morning,5.649,5.6506,122.84,4.8109,28.98,0.147,5,0.084,57.78,C
LAT_07202,9/1/2022,F006,BATCH_1340,TECH_06,Cloudy,WP_9385,Morning,5.573,5.5715,122.63,4.8092,28.69,0.142,4,0.087,56.59,C
LAT_07203,3/22/2022,F017,BATCH_2339,TECH_02,Cloudy,WP_6538,Morning,5.916,5.9157,110.17,4.702,30.33,0.173,4,0.073,56.08,B
LAT_07204,5/27/2023,F002,BATCH_2134,TECH_01,Windy,WP_2631,Morning,6.691,6.6901,43.62,3.7755,31.98,0.226,3,0.032,60.63,A
LAT_07205,3/3/2025,F005,BATCH_8920,TECH_03,Cloudy,WP_9980,Morning,6.77,6.7698,43.53,3.7735,30.28,0.235,3,0.024,59.45,A
LAT_07206,12/31/2025,F023,BATCH_5660,TECH_04,Rainy,WP_7104,Morning,6.08,6.081,89.96,4.4994,27.57,0.196,4,0.06,58.3,B
LAT_07207,12/3/2022,F009,BATCH_6851,TECH_05,Sunny,WP_6906,Morning,5.378,5.3771,143.38,4.9655,29.16,0.133,5,0.098,57.79,C
LAT_07208,8/11/2025,F013,BATCH_3789,TECH_01,Sunny,WP_6994,Morning,6.544,6.5432,58.03,4.061,28.22,0.226,3,0.032,58.63,A
LAT_07209,8/3/2025,F026,BATCH_5918,TECH_04,Cloudy,WP_6208,Morning,6.123,6.1256,92.28,4.5248,28.41,0.195,3,0.06,56.04,B
LAT_07210,4/6/2024,F015,BATCH_7153,TECH_04,Cloudy,WP_5532,Morning,6.283,6.2787,83.06,4.4196,30.87,0.199,3,0.053,56.22,B
LAT_07211,9/23/2023,F011,BATCH_9050,TECH_06,Cloudy,WP_9035,Morning,5.44,5.4375,141.13,4.9497,30.93,0.136,5,0.093,58.09,C
LAT_07212,8/26/2024,F019,BATCH_5649,TECH_04,Rainy,WP_4181,Morning,6.672,6.6723,62.14,4.1294,28.55,0.226,2,0.035,60.08,A
LAT_07213,5/18/2025,F029,BATCH_5891,TECH_04,Windy,WP_9215,Morning,5.464,5.4643,132.22,4.8845,30.2,0.15,5,0.09,56.45,C
LAT_07214,9/12/2024,F002,BATCH_1084,TECH_01,Sunny,WP_5042,Morning,6.235,6.2357,76.34,4.3352,31.08,0.19,3,0.053,57.69,B
LAT_07215,5/20/2025,F013,BATCH_4039,TECH_02,Rainy,WP_8253,Morning,6.53,6.5316,59.86,4.092,27.85,0.243,2,0.033,61.47,A
LAT_07216,7/11/2025,F001,BATCH_1388,TECH_06,Windy,WP_4208,Morning,5.979,5.9772,94.34,4.5469,28.9,0.192,3,0.063,59.88,B
LAT_07217,6/25/2024,F011,BATCH_5181,TECH_06,Sunny,WP_1942,Morning,5.328,5.3307,142.4,4.9586,29.48,0.131,5,0.096,58.67,C
LAT_07218,1/26/2022,F004,BATCH_1698,TECH_01,Sunny,WP_7868,Morning,6.143,6.1448,91.24,4.5135,29.28,0.194,4,0.059,56.29,B
LAT_07219,10/2/2022,F028,BATCH_2053,TECH_07,Rainy,WP_5027,Morning,6.108,6.1069,93.28,4.5356,27.6,0.2,4,0.057,57.12,B
LAT_07220,4/3/2026,F001,BATCH_2025,TECH_07,Cloudy,WP_9236,Morning,5.461,5.4579,131.94,4.8823,31.83,0.148,5,0.09,56.22,C
LAT_07221,1/13/2024,F011,BATCH_4471,TECH_06,Windy,WP_3075,Morning,6.98,6.9826,51.62,3.9439,28.42,0.251,2,0.024,60.09,A
LAT_07222,2/5/2023,F005,BATCH_5257,TECH_02,Cloudy,WP_6246,Morning,6.714,6.7122,42.25,3.7436,29.69,0.245,2,0.025,61.09,A
LAT_07223,12/18/2022,F016,BATCH_5748,TECH_01,Windy,WP_7700,Morning,5.474,5.4723,134.74,4.9033,30.88,0.136,5,0.09,55.3,C
LAT_07224,10/18/2025,F029,BATCH_5624,TECH_01,Cloudy,WP_7865,Morning,6.495,6.4978,67.98,4.2192,31.32,0.234,3,0.04,60.58,A
LAT_07225,8/19/2024,F013,BATCH_4781,TECH_04,Sunny,WP_7010,Morning,6,6.0035,91.93,4.521,30.33,0.18,4,0.065,60.07,B
LAT_07226,10/21/2022,F013,BATCH_9211,TECH_05,Cloudy,WP_4765,Morning,5.733,5.7318,126.08,4.8369,28.24,0.169,4,0.081,58.41,C
LAT_07227,2/16/2022,F023,BATCH_5758,TECH_06,Cloudy,WP_4196,Morning,6.532,6.5343,56.31,4.0309,27.43,0.214,3,0.039,60.03,A
LAT_07228,9/5/2024,F014,BATCH_1102,TECH_06,Cloudy,WP_1758,Morning,5.685,5.6893,121.32,4.7984,28.14,0.157,4,0.082,56.36,C
LAT_07229,1/6/2026,F003,BATCH_3397,TECH_01,Cloudy,WP_9580,Morning,5.378,5.3763,143.28,4.9648,27.93,0.129,5,0.097,58.31,C
LAT_07230,7/1/2022,F014,BATCH_1019,TECH_06,Cloudy,WP_4924,Morning,5.398,5.3988,137.65,4.9247,30.64,0.145,5,0.094,58.89,C
LAT_07231,3/12/2026,F030,BATCH_5112,TECH_07,Sunny,WP_6480,Morning,6.386,6.3914,77.05,4.3445,30.42,0.2,3,0.051,60.38,B
LAT_07232,4/13/2022,F016,BATCH_6919,TECH_01,Windy,WP_9061,Morning,5.851,5.8518,109.12,4.6924,30.19,0.168,4,0.072,56.93,B
LAT_07233,1/14/2024,F007,BATCH_7845,TECH_05,Sunny,WP_5615,Morning,5.738,5.7382,116.68,4.7594,31.74,0.144,5,0.081,56.67,C
LAT_07234,1/18/2026,F006,BATCH_7919,TECH_01,Windy,WP_7208,Morning,6.143,6.1442,98.76,4.5927,31.1,0.192,3,0.062,58.66,B
LAT_07235,5/30/2022,F014,BATCH_4894,TECH_01,Windy,WP_1006,Morning,6.705,6.7063,52.93,3.969,31.9,0.231,2,0.032,61.32,A
LAT_07236,4/11/2024,F001,BATCH_4747,TECH_04,Rainy,WP_4766,Morning,6.091,6.0953,96.82,4.5729,32.06,0.179,4,0.063,59.03,B
LAT_07237,7/17/2022,F003,BATCH_3080,TECH_02,Sunny,WP_3948,Afternoon,5.619,5.6192,126.63,4.8413,28.61,0.162,5,0.087,55.8,C
LAT_07238,3/7/2025,F007,BATCH_4243,TECH_01,Windy,WP_8128,Morning,5.656,5.6579,127.59,4.8488,28.47,0.157,5,0.083,55.22,C
LAT_07239,7/17/2024,F030,BATCH_3078,TECH_05,Sunny,WP_6200,Morning,5.825,5.826,106.08,4.6642,29.64,0.178,4,0.073,60.25,B
LAT_07240,2/27/2024,F014,BATCH_1996,TECH_02,Windy,WP_7882,Morning,6.712,6.7109,50.58,3.9236,31.29,0.243,2,0.031,60.13,A
LAT_07241,10/5/2024,F028,BATCH_3819,TECH_06,Cloudy,WP_1013,Morning,5.668,5.6672,124.17,4.8217,32.45,0.166,5,0.085,57.2,C
LAT_07242,1/26/2026,F029,BATCH_1735,TECH_03,Rainy,WP_7158,Morning,6.641,6.6394,54.96,4.0066,31.18,0.229,3,0.033,60.19,A
LAT_07243,1/10/2024,F023,BATCH_4760,TECH_06,Cloudy,WP_6945,Morning,5.996,5.9981,89.32,4.4922,32.35,0.192,4,0.06,58.03,B
LAT_07244,7/24/2025,F002,BATCH_5088,TECH_04,Rainy,WP_7299,Morning,5.437,5.4418,142.85,4.9618,32.1,0.137,5,0.097,56.99,C
LAT_07245,2/21/2022,F001,BATCH_1980,TECH_05,Rainy,WP_7283,Afternoon,5.387,5.3859,147.8,4.9959,28.05,0.132,5,0.097,57.96,C
LAT_07246,7/13/2025,F023,BATCH_7952,TECH_07,Sunny,WP_3762,Morning,6.611,6.614,59.51,4.0861,31.8,0.233,3,0.038,59.6,A
LAT_07247,4/15/2025,F007,BATCH_7088,TECH_07,Cloudy,WP_3333,Morning,6.342,6.3435,83.51,4.425,30.62,0.201,3,0.049,61.01,A
LAT_07248,8/14/2022,F029,BATCH_9156,TECH_03,Cloudy,WP_6296,Morning,5.83,5.8278,113.76,4.7341,29.29,0.166,4,0.075,57.36,B
LAT_07249,2/10/2022,F024,BATCH_4315,TECH_01,Windy,WP_7755,Morning,6.004,6.0013,102.52,4.6301,31.6,0.189,4,0.068,57.68,B
LAT_07250,4/9/2024,F006,BATCH_3749,TECH_04,Windy,WP_1355,Morning,5.602,5.6046,133.41,4.8934,31.81,0.151,5,0.089,57.84,C
LAT_07251,6/21/2025,F017,BATCH_2213,TECH_04,Rainy,WP_2908,Morning,6.467,6.468,64.39,4.165,27.52,0.222,2,0.038,58.52,A
LAT_07252,9/23/2025,F004,BATCH_3467,TECH_03,Sunny,WP_8775,Morning,6.139,6.1402,81.2,4.3969,28.94,0.188,4,0.056,59.05,B
LAT_07253,4/11/2022,F025,BATCH_8823,TECH_04,Windy,WP_1387,Morning,6.758,6.7588,40.89,3.7109,28.76,0.228,2,0.025,61.4,A
LAT_07254,4/22/2023,F008,BATCH_4948,TECH_07,Cloudy,WP_8396,Morning,5.587,5.5885,122.78,4.8104,29.33,0.145,5,0.083,56.77,C
LAT_07255,9/17/2024,F001,BATCH_6631,TECH_05,Sunny,WP_7989,Morning,6.754,6.7557,44.86,3.8035,30.28,0.245,2,0.026,60.95,A
LAT_07256,12/6/2022,F015,BATCH_5422,TECH_04,Cloudy,WP_2718,Morning,5.87,5.8737,107,4.6728,32.03,0.179,4,0.07,56.52,B
LAT_07257,1/12/2026,F022,BATCH_1227,TECH_01,Windy,WP_5821,Morning,5.357,5.3563,151.61,5.0213,30.59,0.121,5,0.098,58.69,C
LAT_07258,3/23/2022,F019,BATCH_1859,TECH_01,Cloudy,WP_4279,Morning,6.756,6.7557,38.69,3.6556,30.73,0.24,3,0.026,59.71,A
LAT_07259,2/25/2023,F026,BATCH_6406,TECH_05,Sunny,WP_3917,Morning,6.442,6.4441,62.51,4.1353,27.41,0.222,3,0.039,58.63,A
LAT_07260,11/9/2022,F029,BATCH_8090,TECH_01,Windy,WP_1209,Morning,6.612,6.6119,54.1,3.9908,27.72,0.224,3,0.033,60.47,A
LAT_07261,3/14/2022,F011,BATCH_9370,TECH_07,Rainy,WP_4703,Morning,6.704,6.7004,41.38,3.7228,29.19,0.235,2,0.026,61.13,A
LAT_07262,7/2/2025,F005,BATCH_6943,TECH_04,Cloudy,WP_5443,Morning,5.609,5.6087,130.43,4.8708,31.64,0.151,5,0.087,58.89,C
LAT_07263,2/26/2022,F024,BATCH_3410,TECH_06,Rainy,WP_2597,Morning,5.623,5.6228,125.04,4.8286,29.19,0.144,5,0.085,58.83,C
LAT_07264,2/18/2023,F024,BATCH_8485,TECH_04,Cloudy,WP_1613,Morning,6.767,6.7701,41.52,3.7262,30.93,0.25,2,0.024,60.66,A
LAT_07265,3/26/2022,F028,BATCH_4436,TECH_04,Sunny,WP_7944,Morning,6.333,6.3341,79.7,4.3783,32.31,0.199,3,0.047,58.72,A
LAT_07266,2/3/2023,F013,BATCH_7812,TECH_02,Rainy,WP_7601,Morning,6.457,6.4573,67.78,4.2163,28.43,0.213,3,0.043,59.02,A
LAT_07267,10/1/2022,F007,BATCH_3464,TECH_03,Sunny,WP_4929,Afternoon,5.939,5.9416,103.47,4.6393,32.24,0.186,4,0.07,56.51,B
LAT_07268,8/31/2023,F017,BATCH_6026,TECH_06,Rainy,WP_6011,Morning,6.343,6.3404,83.33,4.4228,31.51,0.209,4,0.054,59.87,B
LAT_07269,9/24/2023,F010,BATCH_8218,TECH_07,Windy,WP_9544,Afternoon,5.512,5.5088,136.14,4.9137,31.26,0.148,5,0.093,55.84,C
LAT_07270,5/14/2025,F021,BATCH_1385,TECH_04,Windy,WP_7230,Morning,6.589,6.5889,65.2,4.1775,31.64,0.216,3,0.035,61,A
LAT_07271,12/13/2022,F008,BATCH_3286,TECH_05,Rainy,WP_2098,Morning,6.003,6.0062,106.94,4.6723,32.12,0.186,3,0.068,56,B
LAT_07272,1/6/2026,F014,BATCH_7635,TECH_01,Rainy,WP_7121,Morning,5.693,5.6916,118.61,4.7758,32.25,0.15,5,0.079,59.29,B
LAT_07273,10/22/2023,F026,BATCH_9064,TECH_01,Cloudy,WP_5859,Morning,6.547,6.5492,67.13,4.2066,28.18,0.227,4,0.04,60.58,A
LAT_07274,12/30/2023,F021,BATCH_7014,TECH_07,Cloudy,WP_4403,Morning,10.8,10.7983,95.14,4.5553,27.98,0.181,4,0.064,57.21,B
LAT_07275,11/28/2024,F020,BATCH_6155,TECH_06,Windy,WP_9193,Morning,5.379,5.3798,135.97,4.9124,28.36,0.135,5,0.093,56.39,C
LAT_07276,5/1/2022,F005,BATCH_2734,TECH_06,Sunny,WP_7749,Morning,5.394,5.3926,138.34,4.9297,28.52,0.137,5,0.097,58.67,C
LAT_07277,12/18/2022,F015,BATCH_2200,TECH_02,Cloudy,WP_9984,Morning,6.894,6.8989,42.01,3.7379,31.09,0.253,2,0.024,58.37,A
LAT_07278,10/12/2024,F005,BATCH_6258,TECH_03,Sunny,WP_4776,Morning,6.045,6.0454,101.03,4.6154,27.68,0.194,3,0.063,56.21,B
LAT_07279,10/23/2025,F025,BATCH_9117,TECH_04,Rainy,WP_6918,Morning,5.803,5.8032,110.22,4.7025,32.42,0.171,4,0.075,56.5,B
LAT_07280,8/6/2023,F019,BATCH_5818,TECH_03,Cloudy,WP_6511,Morning,6.356,6.3554,62.6,4.1368,27.41,0.198,3,0.041,60.31,A
LAT_07281,10/7/2022,F018,BATCH_7034,TECH_01,Cloudy,WP_3859,Morning,6.344,6.344,75.88,4.3292,30.66,0.21,3,0.048,58.63,A
LAT_07282,5/9/2025,F009,BATCH_7809,TECH_04,Rainy,WP_9134,Morning,5.926,5.9247,112.74,4.7251,30.49,0.169,4,0.075,57.17,B
LAT_07283,5/18/2025,F019,BATCH_7192,TECH_03,Rainy,WP_3112,Morning,5.427,5.4299,139.65,4.9391,28.92,0.131,5,0.091,58.72,C
LAT_07284,12/2/2025,F019,BATCH_5882,TECH_02,Windy,WP_7859,Morning,5.878,5.8774,110.61,4.706,27.78,0.191,4,0.071,57.37,B
LAT_07285,5/29/2023,F027,BATCH_8711,TECH_06,Sunny,WP_8431,Afternoon,6.55,6.5517,58.11,4.0623,27.98,0.225,3,0.04,58.37,A
LAT_07286,9/20/2025,F007,BATCH_4417,TECH_01,Rainy,WP_3517,Morning,5.407,5.4094,137.83,4.926,29.05,0.146,5,0.091,58.25,C
LAT_07287,4/21/2024,F004,BATCH_9718,TECH_07,Windy,WP_6781,Morning,5.316,5.3187,143.04,4.9631,31.39,0.149,5,0.098,57.76,C
